"record_id","state_code","jurisdiction_name","jurisdiction_type","official_jurisdiction_id","tax_name","legal_incidence","geographic_scope","employer_withholding","rate","effective_at","administrator","evidence_status","coverage_status","product_disposition","source_date","primary_source_urls","limitations"
"pa-legal-municipality-eit-010485","PA","HAMILTON TWP","township","{""municipality_ids"":[""010485""],""psd_codes"":[""010102"",""010205""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""York Adams Tax Bureau""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","[""2026-06-15"",""2026-07-23""]","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-280215","PA","HAMILTON TWP","township","{""municipality_ids"":[""280215""],""psd_codes"":[""280104""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Franklin County Area Tax Bureau""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-03""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-420275","PA","HAMILTON TWP","township","{""municipality_ids"":[""420275""],""psd_codes"":[""420203""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Berkheimer Tax Administrator""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-22""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-450215","PA","HAMILTON TWP","township","{""municipality_ids"":[""450215""],""psd_codes"":[""450402""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Berkheimer Tax Administrator""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-26""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-590485","PA","HAMILTON TWP","township","{""municipality_ids"":[""590485""],""psd_codes"":[""590206""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Keystone Collections Group""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-01-09""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-010515","PA","HAMILTONBAN TWP","township","{""municipality_ids"":[""010515""],""psd_codes"":[""010303""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""York Adams Tax Bureau""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-08-10""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-420305","PA","HAMLIN TWP","township","{""municipality_ids"":[""420305""],""psd_codes"":[""420501""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Berkheimer Tax Administrator""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-22""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-210184","PA","HAMPDEN TWP","township","{""municipality_ids"":[""210184""],""psd_codes"":[""210401""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Cumberland County Tax Bureau""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-01-14""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-021505","PA","HAMPTON TWP","township","{""municipality_ids"":[""021505""],""psd_codes"":[""710501""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[0.5],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Keystone Collections Group""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-09""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-670693","PA","HANOVER BORO","borough","{""municipality_ids"":[""670693""],""psd_codes"":[""670501""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""York Adams Tax Bureau""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-05-19""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
